instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,days_count,season_cluster,weathersit_cluster
16958,2012-12-14,4,1,12,8,0,5,1,1,8.200000000000001,11.365,69.0,6.0032,13,623,636,24,Winter,Clear/Partly Cloudy
16959,2012-12-14,4,1,12,9,0,5,1,1,9.84,12.120000000000001,75.0,8.9981,13,330,343,24,Winter,Clear/Partly Cloudy
16960,2012-12-14,4,1,12,10,0,5,1,1,10.66,12.879999999999999,81.0,12.998000000000001,28,162,190,24,Winter,Clear/Partly Cloudy
16961,2012-12-14,4,1,12,11,0,5,1,1,13.120000000000001,15.15,65.0,12.998000000000001,31,180,211,24,Winter,Clear/Partly Cloudy
16962,2012-12-14,4,1,12,12,0,5,1,1,14.76,17.424999999999997,50.0,12.998000000000001,29,244,273,24,Winter,Clear/Partly Cloudy
16963,2012-12-14,4,1,12,13,0,5,1,1,14.76,17.424999999999997,50.0,15.001299999999999,39,274,313,24,Winter,Clear/Partly Cloudy
16964,2012-12-14,4,1,12,14,0,5,1,1,16.400000000000002,20.455000000000002,43.0,12.998000000000001,48,251,299,24,Winter,Clear/Partly Cloudy
16965,2012-12-14,4,1,12,15,0,5,1,1,16.400000000000002,20.455000000000002,47.0,11.0014,57,252,309,24,Winter,Clear/Partly Cloudy
16966,2012-12-14,4,1,12,16,0,5,1,1,15.58,19.695,54.0,12.998000000000001,45,372,417,24,Winter,Clear/Partly Cloudy
16967,2012-12-14,4,1,12,17,0,5,1,1,13.940000000000001,16.665,56.99999999999999,11.0014,40,582,622,24,Winter,Clear/Partly Cloudy
16968,2012-12-14,4,1,12,18,0,5,1,1,14.76,17.424999999999997,46.0,8.9981,23,432,455,24,Winter,Clear/Partly Cloudy
16969,2012-12-14,4,1,12,19,0,5,1,1,13.940000000000001,17.424999999999997,53.0,6.0032,17,302,319,24,Winter,Clear/Partly Cloudy
16970,2012-12-14,4,1,12,20,0,5,1,1,13.120000000000001,16.665,61.0,8.9981,12,209,221,24,Winter,Clear/Partly Cloudy
16971,2012-12-14,4,1,12,21,0,5,1,1,12.299999999999999,15.15,75.0,11.0014,7,165,172,24,Winter,Clear/Partly Cloudy
16972,2012-12-14,4,1,12,22,0,5,1,1,11.48,14.395,75.0,7.0015,4,134,138,24,Winter,Clear/Partly Cloudy
16973,2012-12-14,4,1,12,23,0,5,1,1,11.48,15.15,75.0,6.0032,11,123,134,24,Winter,Clear/Partly Cloudy
16974,2012-12-15,4,1,12,0,0,6,0,1,12.299999999999999,16.665,70.0,0.0,4,90,94,24,Winter,Clear/Partly Cloudy
16975,2012-12-15,4,1,12,1,0,6,0,2,10.66,14.395,81.0,6.0032,9,86,95,24,Winter,Mist/Cloudy
16976,2012-12-15,4,1,12,2,0,6,0,1,10.66,15.15,81.0,0.0,6,63,69,24,Winter,Clear/Partly Cloudy
16977,2012-12-15,4,1,12,3,0,6,0,2,9.84,14.395,81.0,0.0,5,18,23,24,Winter,Mist/Cloudy
16978,2012-12-15,4,1,12,4,0,6,0,2,9.84,12.879999999999999,87.0,7.0015,1,5,6,24,Winter,Mist/Cloudy
16979,2012-12-15,4,1,12,5,0,6,0,2,10.66,15.15,75.0,0.0,0,3,3,24,Winter,Mist/Cloudy
16980,2012-12-15,4,1,12,6,0,6,0,2,9.84,14.395,75.0,0.0,0,11,11,24,Winter,Mist/Cloudy
16981,2012-12-15,4,1,12,7,0,6,0,2,9.84,12.879999999999999,75.0,6.0032,1,47,48,24,Winter,Mist/Cloudy
16982,2012-12-15,4,1,12,8,0,6,0,2,10.66,14.395,75.0,6.0032,8,111,119,24,Winter,Mist/Cloudy
16983,2012-12-15,4,1,12,9,0,6,0,1,10.66,13.635,75.0,7.0015,17,203,220,24,Winter,Clear/Partly Cloudy
16984,2012-12-15,4,1,12,10,0,6,0,1,13.120000000000001,15.909999999999998,61.0,11.0014,23,250,273,24,Winter,Clear/Partly Cloudy
16985,2012-12-15,4,1,12,11,0,6,0,1,13.940000000000001,17.424999999999997,61.0,6.0032,66,327,393,24,Winter,Clear/Partly Cloudy
16986,2012-12-15,4,1,12,12,0,6,0,1,15.58,19.695,50.0,6.0032,89,364,453,24,Winter,Clear/Partly Cloudy
16987,2012-12-15,4,1,12,13,0,6,0,1,15.58,19.695,54.0,16.997899999999998,88,368,456,24,Winter,Clear/Partly Cloudy
16988,2012-12-15,4,1,12,14,0,6,0,1,16.400000000000002,20.455000000000002,50.0,11.0014,92,334,426,24,Winter,Clear/Partly Cloudy
16989,2012-12-15,4,1,12,15,0,6,0,1,17.22,21.21,47.0,0.0,95,352,447,24,Winter,Clear/Partly Cloudy
16990,2012-12-15,4,1,12,16,0,6,0,1,16.400000000000002,20.455000000000002,50.0,8.9981,85,328,413,24,Winter,Clear/Partly Cloudy
16991,2012-12-15,4,1,12,17,0,6,0,1,16.400000000000002,20.455000000000002,50.0,15.001299999999999,35,274,309,24,Winter,Clear/Partly Cloudy
16992,2012-12-15,4,1,12,18,0,6,0,1,15.58,19.695,57.99999999999999,11.0014,40,232,272,24,Winter,Clear/Partly Cloudy
16993,2012-12-15,4,1,12,19,0,6,0,1,14.76,17.424999999999997,62.0,8.9981,32,225,257,24,Winter,Clear/Partly Cloudy
16994,2012-12-15,4,1,12,20,0,6,0,2,14.76,17.424999999999997,56.99999999999999,12.998000000000001,23,178,201,24,Winter,Mist/Cloudy
16995,2012-12-15,4,1,12,21,0,6,0,1,14.76,17.424999999999997,62.0,8.9981,15,169,184,24,Winter,Clear/Partly Cloudy
16996,2012-12-15,4,1,12,22,0,6,0,1,14.76,17.424999999999997,62.0,12.998000000000001,22,134,156,24,Winter,Clear/Partly Cloudy
16997,2012-12-15,4,1,12,23,0,6,0,2,14.76,17.424999999999997,62.0,8.9981,11,108,119,24,Winter,Mist/Cloudy
16998,2012-12-16,4,1,12,0,0,0,0,2,14.76,18.94,62.0,0.0,8,102,110,24,Winter,Mist/Cloudy
16999,2012-12-16,4,1,12,1,0,0,0,3,13.940000000000001,17.424999999999997,76.0,7.0015,14,82,96,24,Winter,Light Snow/Rain
17000,2012-12-16,4,1,12,2,0,0,0,2,13.940000000000001,17.424999999999997,87.0,6.0032,8,79,87,24,Winter,Mist/Cloudy
17001,2012-12-16,4,1,12,3,0,0,0,2,13.940000000000001,16.665,87.0,12.998000000000001,1,37,38,24,Winter,Mist/Cloudy
17002,2012-12-16,4,1,12,4,0,0,0,2,13.940000000000001,18.18,87.0,0.0,1,10,11,24,Winter,Mist/Cloudy
17003,2012-12-16,4,1,12,5,0,0,0,2,13.940000000000001,18.18,87.0,0.0,0,9,9,24,Winter,Mist/Cloudy
17004,2012-12-16,4,1,12,6,0,0,0,2,13.940000000000001,18.18,87.0,0.0,0,6,6,24,Winter,Mist/Cloudy
17005,2012-12-16,4,1,12,7,0,0,0,2,13.940000000000001,17.424999999999997,87.0,6.0032,5,22,27,24,Winter,Mist/Cloudy
17006,2012-12-16,4,1,12,8,0,0,0,2,14.76,17.424999999999997,87.0,8.9981,12,76,88,24,Winter,Mist/Cloudy
17007,2012-12-16,4,1,12,9,0,0,0,2,14.76,17.424999999999997,87.0,8.9981,19,113,132,24,Winter,Mist/Cloudy
17008,2012-12-16,4,1,12,10,0,0,0,2,14.76,17.424999999999997,87.0,8.9981,42,215,257,24,Winter,Mist/Cloudy
17009,2012-12-16,4,1,12,11,0,0,0,2,14.76,17.424999999999997,87.0,8.9981,47,248,295,24,Winter,Mist/Cloudy
17010,2012-12-16,4,1,12,12,0,0,0,2,15.58,19.695,82.0,12.998000000000001,67,350,417,24,Winter,Mist/Cloudy
17011,2012-12-16,4,1,12,13,0,0,0,2,15.58,19.695,76.0,12.998000000000001,67,289,356,24,Winter,Mist/Cloudy
17012,2012-12-16,4,1,12,14,0,0,0,2,15.58,19.695,76.0,8.9981,50,260,310,24,Winter,Mist/Cloudy
17013,2012-12-16,4,1,12,15,0,0,0,2,15.58,19.695,82.0,7.0015,46,292,338,24,Winter,Mist/Cloudy
17014,2012-12-16,4,1,12,16,0,0,0,2,15.58,19.695,82.0,7.0015,66,334,400,24,Winter,Mist/Cloudy
17015,2012-12-16,4,1,12,17,0,0,0,2,15.58,19.695,82.0,7.0015,29,214,243,24,Winter,Mist/Cloudy
17016,2012-12-16,4,1,12,18,0,0,0,3,15.58,19.695,82.0,7.0015,8,99,107,24,Winter,Light Snow/Rain
17017,2012-12-16,4,1,12,19,0,0,0,1,14.76,17.424999999999997,93.0,8.9981,10,99,109,24,Winter,Clear/Partly Cloudy
17018,2012-12-16,4,1,12,20,0,0,0,2,15.58,19.695,82.0,0.0,14,108,122,24,Winter,Mist/Cloudy
17019,2012-12-16,4,1,12,21,0,0,0,2,14.76,18.94,93.0,0.0,14,92,106,24,Winter,Mist/Cloudy
17020,2012-12-16,4,1,12,22,0,0,0,2,16.400000000000002,20.455000000000002,82.0,12.998000000000001,6,83,89,24,Winter,Mist/Cloudy
17021,2012-12-16,4,1,12,23,0,0,0,2,14.76,17.424999999999997,93.0,8.9981,4,29,33,24,Winter,Mist/Cloudy
17022,2012-12-17,4,1,12,0,0,1,1,2,15.58,19.695,87.0,0.0,2,26,28,24,Winter,Mist/Cloudy
17023,2012-12-17,4,1,12,1,0,1,1,2,15.58,19.695,87.0,7.0015,1,14,15,24,Winter,Mist/Cloudy
17024,2012-12-17,4,1,12,2,0,1,1,2,15.58,19.695,94.0,0.0,1,4,5,24,Winter,Mist/Cloudy
17025,2012-12-17,4,1,12,3,0,1,1,2,14.76,18.94,93.0,0.0,0,3,3,24,Winter,Mist/Cloudy
17026,2012-12-17,4,1,12,4,0,1,1,3,14.76,18.94,100.0,0.0,2,3,5,24,Winter,Light Snow/Rain
17027,2012-12-17,4,1,12,5,0,1,1,2,15.58,19.695,87.0,0.0,0,24,24,24,Winter,Mist/Cloudy
17028,2012-12-17,4,1,12,6,0,1,1,2,14.76,17.424999999999997,93.0,8.9981,1,107,108,24,Winter,Mist/Cloudy
17029,2012-12-17,4,1,12,7,0,1,1,2,14.76,17.424999999999997,93.0,8.9981,5,314,319,24,Winter,Mist/Cloudy
17030,2012-12-17,4,1,12,8,0,1,1,2,15.58,19.695,87.0,7.0015,10,582,592,24,Winter,Mist/Cloudy
17031,2012-12-17,4,1,12,9,0,1,1,2,16.400000000000002,20.455000000000002,87.0,0.0,11,271,282,24,Winter,Mist/Cloudy
17032,2012-12-17,4,1,12,10,0,1,1,2,15.58,19.695,87.0,6.0032,15,120,135,24,Winter,Mist/Cloudy
17033,2012-12-17,4,1,12,11,0,1,1,2,16.400000000000002,20.455000000000002,87.0,6.0032,22,148,170,24,Winter,Mist/Cloudy
17034,2012-12-17,4,1,12,12,0,1,1,2,16.400000000000002,20.455000000000002,87.0,0.0,21,211,232,24,Winter,Mist/Cloudy
17035,2012-12-17,4,1,12,13,0,1,1,2,16.400000000000002,20.455000000000002,87.0,8.9981,16,194,210,24,Winter,Mist/Cloudy
17036,2012-12-17,4,1,12,14,0,1,1,2,16.400000000000002,20.455000000000002,87.0,6.0032,12,169,181,24,Winter,Mist/Cloudy
17037,2012-12-17,4,1,12,15,0,1,1,2,17.22,21.21,88.0,0.0,15,196,211,24,Winter,Mist/Cloudy
17038,2012-12-17,4,1,12,16,0,1,1,3,16.400000000000002,20.455000000000002,94.0,16.997899999999998,15,287,302,24,Winter,Light Snow/Rain
17039,2012-12-17,4,1,12,17,0,1,1,2,16.400000000000002,20.455000000000002,94.0,16.997899999999998,17,478,495,24,Winter,Mist/Cloudy
17040,2012-12-17,4,1,12,18,0,1,1,2,16.400000000000002,20.455000000000002,94.0,6.0032,14,493,507,24,Winter,Mist/Cloudy
17041,2012-12-17,4,1,12,19,0,1,1,2,17.22,21.21,88.0,8.9981,7,333,340,24,Winter,Mist/Cloudy
17042,2012-12-17,4,1,12,20,0,1,1,2,17.22,21.21,94.0,16.997899999999998,8,192,200,24,Winter,Mist/Cloudy
17043,2012-12-17,4,1,12,21,0,1,1,2,17.22,21.21,94.0,8.9981,6,114,120,24,Winter,Mist/Cloudy
17044,2012-12-17,4,1,12,22,0,1,1,2,17.22,21.21,94.0,8.9981,5,49,54,24,Winter,Mist/Cloudy
17045,2012-12-17,4,1,12,23,0,1,1,3,17.22,21.21,94.0,15.001299999999999,6,41,47,24,Winter,Light Snow/Rain
17046,2012-12-18,4,1,12,0,0,2,1,2,18.04,21.97,94.0,8.9981,0,18,18,24,Winter,Mist/Cloudy
17047,2012-12-18,4,1,12,1,0,2,1,2,18.04,21.97,94.0,8.9981,0,15,15,24,Winter,Mist/Cloudy
17048,2012-12-18,4,1,12,2,0,2,1,2,18.04,21.97,88.0,15.001299999999999,2,5,7,24,Winter,Mist/Cloudy
17049,2012-12-18,4,1,12,3,0,2,1,1,17.22,21.21,88.0,12.998000000000001,0,5,5,24,Winter,Clear/Partly Cloudy
17050,2012-12-18,4,1,12,4,0,2,1,1,17.22,21.21,82.0,11.0014,3,5,8,24,Winter,Clear/Partly Cloudy
17051,2012-12-18,4,1,12,5,0,2,1,1,15.58,19.695,87.0,6.0032,0,36,36,24,Winter,Clear/Partly Cloudy
17052,2012-12-18,4,1,12,6,0,2,1,1,14.76,17.424999999999997,93.0,11.0014,1,117,118,24,Winter,Clear/Partly Cloudy
17053,2012-12-18,4,1,12,7,0,2,1,1,14.76,17.424999999999997,93.0,8.9981,4,351,355,24,Winter,Clear/Partly Cloudy
17054,2012-12-18,4,1,12,8,0,2,1,1,15.58,19.695,94.0,0.0,10,652,662,24,Winter,Clear/Partly Cloudy
17055,2012-12-18,4,1,12,9,0,2,1,1,16.400000000000002,20.455000000000002,87.0,6.0032,19,307,326,24,Winter,Clear/Partly Cloudy
17056,2012-12-18,4,1,12,10,0,2,1,1,18.04,21.97,77.0,6.0032,22,162,184,24,Winter,Clear/Partly Cloudy
17057,2012-12-18,4,1,12,11,0,2,1,1,19.68,23.485,63.0,15.001299999999999,58,211,269,24,Winter,Clear/Partly Cloudy
17058,2012-12-18,4,1,12,12,0,2,1,3,19.68,23.485,48.0,16.997899999999998,49,264,313,24,Winter,Light Snow/Rain
17059,2012-12-18,4,1,12,13,0,2,1,1,20.5,24.240000000000002,42.0,19.0012,51,235,286,24,Winter,Clear/Partly Cloudy
17060,2012-12-18,4,1,12,14,0,2,1,1,18.86,22.725,47.0,30.002599999999997,56,191,247,24,Winter,Clear/Partly Cloudy
17061,2012-12-18,4,1,12,15,0,2,1,1,18.86,22.725,44.0,32.9975,28,218,246,24,Winter,Clear/Partly Cloudy
17062,2012-12-18,4,1,12,16,0,2,1,1,18.04,21.97,41.0,31.0009,40,323,363,24,Winter,Clear/Partly Cloudy
17063,2012-12-18,4,1,12,17,0,2,1,1,16.400000000000002,20.455000000000002,47.0,30.002599999999997,39,533,572,24,Winter,Clear/Partly Cloudy
17064,2012-12-18,4,1,12,18,0,2,1,1,15.58,19.695,46.0,22.0028,13,512,525,24,Winter,Clear/Partly Cloudy
17065,2012-12-18,4,1,12,19,0,2,1,1,15.58,19.695,46.0,26.0027,19,334,353,24,Winter,Clear/Partly Cloudy
17066,2012-12-18,4,1,12,20,0,2,1,1,14.76,16.665,50.0,16.997899999999998,4,264,268,24,Winter,Clear/Partly Cloudy
17067,2012-12-18,4,1,12,21,0,2,1,1,14.76,17.424999999999997,50.0,15.001299999999999,9,159,168,24,Winter,Clear/Partly Cloudy
17068,2012-12-18,4,1,12,22,0,2,1,1,13.940000000000001,16.665,49.0,0.0,5,127,132,24,Winter,Clear/Partly Cloudy
17069,2012-12-18,4,1,12,23,0,2,1,1,13.940000000000001,17.424999999999997,49.0,6.0032,1,80,81,24,Winter,Clear/Partly Cloudy
17070,2012-12-19,4,1,12,0,0,3,1,1,12.299999999999999,15.909999999999998,61.0,0.0,6,35,41,24,Winter,Clear/Partly Cloudy
17071,2012-12-19,4,1,12,1,0,3,1,1,12.299999999999999,15.909999999999998,65.0,6.0032,1,14,15,24,Winter,Clear/Partly Cloudy
17072,2012-12-19,4,1,12,2,0,3,1,1,11.48,15.15,65.0,6.0032,1,2,3,24,Winter,Clear/Partly Cloudy
17073,2012-12-19,4,1,12,3,0,3,1,1,10.66,13.635,75.0,8.9981,0,5,5,24,Winter,Clear/Partly Cloudy
17074,2012-12-19,4,1,12,4,0,3,1,1,9.84,12.120000000000001,75.0,8.9981,1,6,7,24,Winter,Clear/Partly Cloudy
17075,2012-12-19,4,1,12,5,0,3,1,1,10.66,14.395,75.0,6.0032,2,29,31,24,Winter,Clear/Partly Cloudy
17076,2012-12-19,4,1,12,6,0,3,1,1,9.84,12.879999999999999,75.0,6.0032,3,109,112,24,Winter,Clear/Partly Cloudy
17077,2012-12-19,4,1,12,7,0,3,1,1,10.66,13.635,75.0,8.9981,3,360,363,24,Winter,Clear/Partly Cloudy
17078,2012-12-19,4,1,12,8,0,3,1,1,9.84,12.879999999999999,87.0,7.0015,13,665,678,24,Winter,Clear/Partly Cloudy
17079,2012-12-19,4,1,12,9,0,3,1,1,11.48,14.395,75.0,7.0015,8,309,317,24,Winter,Clear/Partly Cloudy
17080,2012-12-19,4,1,12,10,0,3,1,1,13.120000000000001,16.665,70.0,7.0015,17,147,164,24,Winter,Clear/Partly Cloudy
17081,2012-12-19,4,1,12,11,0,3,1,1,16.400000000000002,20.455000000000002,54.0,15.001299999999999,31,169,200,24,Winter,Clear/Partly Cloudy
17082,2012-12-19,4,1,12,12,0,3,1,1,16.400000000000002,20.455000000000002,54.0,19.0012,33,203,236,24,Winter,Clear/Partly Cloudy
17083,2012-12-19,4,1,12,13,0,3,1,1,17.22,21.21,50.0,12.998000000000001,30,183,213,24,Winter,Clear/Partly Cloudy
17084,2012-12-19,4,1,12,14,0,3,1,1,17.22,21.21,50.0,12.998000000000001,33,185,218,24,Winter,Clear/Partly Cloudy
17085,2012-12-19,4,1,12,15,0,3,1,1,17.22,21.21,50.0,19.0012,28,209,237,24,Winter,Clear/Partly Cloudy
17086,2012-12-19,4,1,12,16,0,3,1,1,17.22,21.21,50.0,23.9994,37,297,334,24,Winter,Clear/Partly Cloudy
17087,2012-12-19,4,1,12,17,0,3,1,1,16.400000000000002,20.455000000000002,50.0,26.0027,26,536,562,24,Winter,Clear/Partly Cloudy
17088,2012-12-19,4,1,12,18,0,3,1,1,15.58,19.695,50.0,23.9994,23,546,569,24,Winter,Clear/Partly Cloudy
17089,2012-12-19,4,1,12,19,0,3,1,1,15.58,19.695,50.0,26.0027,7,329,336,24,Winter,Clear/Partly Cloudy
17090,2012-12-19,4,1,12,20,0,3,1,1,14.76,17.424999999999997,56.99999999999999,15.001299999999999,10,231,241,24,Winter,Clear/Partly Cloudy
17091,2012-12-19,4,1,12,21,0,3,1,1,13.940000000000001,15.909999999999998,61.0,15.001299999999999,4,164,168,24,Winter,Clear/Partly Cloudy
17092,2012-12-19,4,1,12,22,0,3,1,1,13.940000000000001,17.424999999999997,61.0,6.0032,12,117,129,24,Winter,Clear/Partly Cloudy
17093,2012-12-19,4,1,12,23,0,3,1,1,13.120000000000001,16.665,66.0,8.9981,4,84,88,24,Winter,Clear/Partly Cloudy
17094,2012-12-20,4,1,12,0,0,4,1,1,13.120000000000001,16.665,61.0,8.9981,2,40,42,24,Winter,Clear/Partly Cloudy
17095,2012-12-20,4,1,12,1,0,4,1,1,13.120000000000001,17.424999999999997,66.0,0.0,1,19,20,24,Winter,Clear/Partly Cloudy
17096,2012-12-20,4,1,12,2,0,4,1,1,13.120000000000001,17.424999999999997,66.0,0.0,2,6,8,24,Winter,Clear/Partly Cloudy
17097,2012-12-20,4,1,12,3,0,4,1,2,12.299999999999999,15.909999999999998,70.0,6.0032,1,3,4,24,Winter,Mist/Cloudy
17098,2012-12-20,4,1,12,4,0,4,1,2,12.299999999999999,15.909999999999998,70.0,6.0032,0,6,6,24,Winter,Mist/Cloudy
17099,2012-12-20,4,1,12,5,0,4,1,2,12.299999999999999,15.909999999999998,70.0,7.0015,0,35,35,24,Winter,Mist/Cloudy
17100,2012-12-20,4,1,12,6,0,4,1,2,12.299999999999999,16.665,65.0,0.0,4,114,118,24,Winter,Mist/Cloudy
17101,2012-12-20,4,1,12,7,0,4,1,2,12.299999999999999,16.665,70.0,0.0,4,346,350,24,Winter,Mist/Cloudy
17102,2012-12-20,4,1,12,8,0,4,1,2,12.299999999999999,16.665,70.0,0.0,14,585,599,24,Winter,Mist/Cloudy
17103,2012-12-20,4,1,12,9,0,4,1,2,12.299999999999999,16.665,70.0,0.0,14,303,317,24,Winter,Mist/Cloudy
17104,2012-12-20,4,1,12,10,0,4,1,2,13.120000000000001,16.665,66.0,0.0,23,138,161,24,Winter,Mist/Cloudy
17105,2012-12-20,4,1,12,11,0,4,1,2,13.940000000000001,15.909999999999998,56.99999999999999,15.001299999999999,22,168,190,24,Winter,Mist/Cloudy
17106,2012-12-20,4,1,12,12,0,4,1,2,14.76,17.424999999999997,53.0,11.0014,31,181,212,24,Winter,Mist/Cloudy
17107,2012-12-20,4,1,12,13,0,4,1,2,14.76,17.424999999999997,56.99999999999999,12.998000000000001,46,171,217,24,Winter,Mist/Cloudy
17108,2012-12-20,4,1,12,14,0,4,1,2,14.76,17.424999999999997,53.0,12.998000000000001,43,171,214,24,Winter,Mist/Cloudy
17109,2012-12-20,4,1,12,15,0,4,1,2,13.940000000000001,16.665,56.99999999999999,12.998000000000001,33,216,249,24,Winter,Mist/Cloudy
17110,2012-12-20,4,1,12,16,0,4,1,2,13.940000000000001,15.15,53.0,22.0028,21,281,302,24,Winter,Mist/Cloudy
17111,2012-12-20,4,1,12,17,0,4,1,2,13.940000000000001,16.665,66.0,12.998000000000001,25,450,475,24,Winter,Mist/Cloudy
17112,2012-12-20,4,1,12,18,0,4,1,2,13.940000000000001,16.665,71.0,12.998000000000001,22,359,381,24,Winter,Mist/Cloudy
17113,2012-12-20,4,1,12,19,0,4,1,3,13.940000000000001,15.909999999999998,71.0,16.997899999999998,3,115,118,24,Winter,Light Snow/Rain
17114,2012-12-20,4,1,12,20,0,4,1,3,13.940000000000001,16.665,76.0,11.0014,1,49,50,24,Winter,Light Snow/Rain
17115,2012-12-20,4,1,12,21,0,4,1,3,13.940000000000001,16.665,76.0,11.0014,1,25,26,24,Winter,Light Snow/Rain
17116,2012-12-20,4,1,12,22,0,4,1,3,13.940000000000001,16.665,87.0,12.998000000000001,1,20,21,24,Winter,Light Snow/Rain
17117,2012-12-20,4,1,12,23,0,4,1,3,16.400000000000002,20.455000000000002,82.0,19.999499999999998,0,13,13,24,Winter,Light Snow/Rain
17118,2012-12-21,1,1,12,0,0,5,1,3,17.22,21.21,88.0,19.999499999999998,0,17,17,24,Spring,Light Snow/Rain
17119,2012-12-21,1,1,12,1,0,5,1,3,18.04,21.97,88.0,26.0027,2,7,9,24,Spring,Light Snow/Rain
17120,2012-12-21,1,1,12,2,0,5,1,3,18.86,22.725,94.0,26.0027,0,3,3,24,Spring,Light Snow/Rain
17121,2012-12-21,1,1,12,3,0,5,1,3,18.86,22.725,94.0,26.0027,0,3,3,24,Spring,Light Snow/Rain
17122,2012-12-21,1,1,12,4,0,5,1,2,14.76,15.909999999999998,71.0,32.9975,1,5,6,24,Spring,Mist/Cloudy
17123,2012-12-21,1,1,12,5,0,5,1,2,13.940000000000001,15.15,76.0,27.999299999999998,0,13,13,24,Spring,Mist/Cloudy
17124,2012-12-21,1,1,12,6,0,5,1,2,13.940000000000001,14.395,56.99999999999999,39.000699999999995,4,76,80,24,Spring,Mist/Cloudy
17125,2012-12-21,1,1,12,7,0,5,1,2,13.120000000000001,15.909999999999998,56.99999999999999,12.998000000000001,3,205,208,24,Spring,Mist/Cloudy
17126,2012-12-21,1,1,12,8,0,5,1,2,13.120000000000001,15.15,56.99999999999999,19.0012,8,464,472,24,Spring,Mist/Cloudy
17127,2012-12-21,1,1,12,9,0,5,1,2,13.120000000000001,13.635,45.0,36.9974,2,265,267,24,Spring,Mist/Cloudy
17128,2012-12-21,1,1,12,10,0,5,1,1,13.120000000000001,14.395,42.0,31.0009,8,146,154,24,Spring,Clear/Partly Cloudy
17129,2012-12-21,1,1,12,11,0,5,1,2,13.120000000000001,14.395,42.0,27.999299999999998,12,150,162,24,Spring,Mist/Cloudy
17130,2012-12-21,1,1,12,12,0,5,1,2,13.120000000000001,14.395,39.0,23.9994,25,199,224,24,Spring,Mist/Cloudy
17131,2012-12-21,1,1,12,13,0,5,1,2,13.120000000000001,14.395,39.0,27.999299999999998,26,214,240,24,Spring,Mist/Cloudy
17132,2012-12-21,1,1,12,14,0,5,1,2,13.120000000000001,14.395,39.0,30.002599999999997,20,199,219,24,Spring,Mist/Cloudy
17133,2012-12-21,1,1,12,15,0,5,1,2,12.299999999999999,13.635,42.0,26.0027,29,234,263,24,Spring,Mist/Cloudy
17134,2012-12-21,1,1,12,16,0,5,1,2,12.299999999999999,13.635,39.0,22.0028,28,253,281,24,Spring,Mist/Cloudy
17135,2012-12-21,1,1,12,17,0,5,1,2,10.66,11.365,56.00000000000001,22.0028,24,297,321,24,Spring,Mist/Cloudy
17136,2012-12-21,1,1,12,18,0,5,1,2,10.66,11.365,56.00000000000001,19.999499999999998,7,236,243,24,Spring,Mist/Cloudy
17137,2012-12-21,1,1,12,19,0,5,1,1,11.48,12.879999999999999,45.0,19.999499999999998,5,148,153,24,Spring,Clear/Partly Cloudy
17138,2012-12-21,1,1,12,20,0,5,1,1,11.48,13.635,41.0,16.997899999999998,8,104,112,24,Spring,Clear/Partly Cloudy
17139,2012-12-21,1,1,12,21,0,5,1,1,10.66,11.365,41.0,27.999299999999998,2,68,70,24,Spring,Clear/Partly Cloudy
17140,2012-12-21,1,1,12,22,0,5,1,1,10.66,11.365,44.0,19.999499999999998,6,57,63,24,Spring,Clear/Partly Cloudy
17141,2012-12-21,1,1,12,23,0,5,1,1,10.66,12.120000000000001,44.0,19.0012,1,39,40,24,Spring,Clear/Partly Cloudy
17142,2012-12-22,1,1,12,0,0,6,0,1,10.66,10.605,44.0,39.000699999999995,1,30,31,24,Spring,Clear/Partly Cloudy
17143,2012-12-22,1,1,12,1,0,6,0,1,10.66,10.605,44.0,30.002599999999997,1,34,35,24,Spring,Clear/Partly Cloudy
17144,2012-12-22,1,1,12,2,0,6,0,1,10.66,10.605,44.0,35.0008,0,23,23,24,Spring,Clear/Partly Cloudy
17145,2012-12-22,1,1,12,3,0,6,0,1,10.66,10.605,48.0,30.002599999999997,0,7,7,24,Spring,Clear/Partly Cloudy
17146,2012-12-22,1,1,12,4,0,6,0,1,10.66,12.879999999999999,48.0,12.998000000000001,3,2,5,24,Spring,Clear/Partly Cloudy
17147,2012-12-22,1,1,12,5,0,6,0,1,10.66,11.365,48.0,27.999299999999998,0,5,5,24,Spring,Clear/Partly Cloudy
17148,2012-12-22,1,1,12,6,0,6,0,1,10.66,11.365,44.0,27.999299999999998,0,13,13,24,Spring,Clear/Partly Cloudy
17149,2012-12-22,1,1,12,7,0,6,0,1,10.66,11.365,44.0,27.999299999999998,2,18,20,24,Spring,Clear/Partly Cloudy
17150,2012-12-22,1,1,12,8,0,6,0,1,10.66,10.605,44.0,40.9973,0,29,29,24,Spring,Clear/Partly Cloudy
17151,2012-12-22,1,1,12,9,0,6,0,1,10.66,11.365,48.0,26.0027,13,77,90,24,Spring,Clear/Partly Cloudy
17152,2012-12-22,1,1,12,10,0,6,0,1,10.66,11.365,48.0,22.0028,13,105,118,24,Spring,Clear/Partly Cloudy
17153,2012-12-22,1,1,12,11,0,6,0,1,11.48,12.879999999999999,41.0,23.9994,29,130,159,24,Spring,Clear/Partly Cloudy
17154,2012-12-22,1,1,12,12,0,6,0,1,12.299999999999999,12.879999999999999,36.0,43.9989,18,128,146,24,Spring,Clear/Partly Cloudy
